Lemma	POS	Description
Nomentum	12	
nominatim	60	
nominatio	13	
nominatus1	14	
nominatus2	21	 =CELEBRATVS
nominito	51	
nomino	51	
nomisma	17	
non	68	
nonae	11	
nonageni	33	
nonagesimus	32	
nonagies	36	
nonaginta	31	
nonanus	21	
nonarius	21	
nondum	68	
nongenti	31	
nonne	69	
nonnullus	48	 (forme en 1 ou 2 mots)
nonnumquam	60	 (forme en 1 ou 2 mots)
nonus	32	
Norba	11	
Norbanus	12	
norma	11	
nos	41	
noscito	51	
nosco	53	
noster	42	
nostras	25	
nostri	42	 Les Nôtres
nota	11	
notabilis	24	
notatio	13	
notesco	53	
nothus	21	
noti	12	 = AMICI, DOMESTICI, FAMILIARES QVI NOBIS NOTI SVNT
notio	13	
notitia	11	
notities	15	
noto	51	
notor	13	
notus1	17	
notus2	21	 =COGNITVS, MANIFESTVS, PATENS
nouale	13	
noualis	24	
Nouatilla	11	
noue	60	
nouella	11	
nouellus	21	
nouem	31	
Nouember	23	
Nouember	13	
nouendialis	24	
nouenus	33	
nouerca	11	
nouercalis	24	
nouicius	21	
nouies	36	
nouitas	13	
nouo	51	 (pas de Sous-lemme)
nouumcomum	21	 (forme en 1 ou 2 mots)
nouus	21	 (pas de Sous-lemme)
Nouus	21	
nox	13	
noxa	11	
noxia	11	
noxiosus	21	
noxius	21	 (pas de Sous-lemme)
nubes	13	
nubifer	21	
nubila	12	 =NVBES
nubilis	24	
nubilo	51	
nubilum	12	 =TEMPVS NVBILVM
nubilus	21	
nubo	53	
nuceus	21	
nucleus	12	
nudius	16	
nudiustertius	60	 (forme en 1 ou 2 mots)
nudo	51	
nudus	21	
nugae	11	
nugator	13	
nugatorius	21	
nugax	25	
nugor	5J	
nullatenus	68	
nullus	48	
num	67	
Numa	11	
Numantia	11	
numarius	21	
numatus	21	
numen	13	
Numenius	12	
numeratio	13	
numeratum	12	 =PECVNIA NVMERATA (Dans l'expression IN NVMERATO)
numeratus	21	 Comptant (argent)
numero1	51	
numero2	60	
numerosus	21	
numerus	12	
Numicius	12	
Numicus	12	
numidicus_C	12	
Numitorius	12	
numne	67	 (forme en 1 ou 2 mots)
numquam	68	
numquando	67	
numqui	67	
numquid	67	
numquidnam	67	
numquis	47	 (forme en 1 ou 2 mots)
numulus	12	
numus	12	
nunc	60	
nuncupatio	13	
nuncupo	51	
nundinae	11	
nundinatio	13	
nundinor	5J	
nuntia	11	
nuntio	51	
nuntium	12	 La Nouvelle
nuntius1	12	 Le Messager;La Nouvelle
nuntius2	21	
nuo	53	
nuper	60	
nupta	11	
nuptiae	11	
nuptialis	24	
nurus	14	
nusquam	68	
nutatio	13	
nuto	51	
nutricia1	11	 =EDVCATRIX
nutricia2	12	 =MERCES NVTRICIS
nutricium	12	 =NVTRICATIO
nutricius1	12	 =EDVCATOR
nutricius2	21	
nutricula	11	
nutrimentum	12	
nutrio	54	
nutrior	5M	
nutrix	13	
nutus	14	
nux	13	
nympha	11	
Nymphaeum	12	
nymphe	17	
Nympho	17	
Nymphodorus	12	
nysa	17	 90 O
ob	70	
obaeratus1	12	
obaeratus2	21	
obambulo	51	
obarmo	51	
obba	11	
obbrutesco	53	
obdo	53	
obduco	53	
obductio	13	
obduresco	53	
obduro	51	
obediens	25	 =PARENS, OBSEQVENS
obedienter	60	
obedio	54	
obeo1	56	
obequito	51	
oberro2	51	
obesus	21	
obex	13	
obhaereo	52	
obiaceo	52	
obicio	55	
obiecta	12	
obiectatio	13	
obiecto	51	
obiectum	12	
obiectus	14	
obirascor	5L	
obiter	60	
obitus	14	
obiurgatio	13	
obiurgator	13	
obiurgo	51	
oblatro	51	
oblectamentum	12	
oblectatio	13	
oblecto	51	 (pas de Sous-lemme)
oblenio	54	
oblido	53	
obligatus	21	 =BENEFICIO DEVINCTVS
obligo2	51	
oblimo	51	
oblino	53	
oblique	60	
obliquo1	51	
obliquo2	60	
obliquum1	12	 (Uniquement au Sg. dans les locutions avec Prép.)
obliquum2	60	
obliquus	21	
oblitesco	53	
oblittero	51	 (pas de Sous-lemme)
obliuio	13	
obliuiosus	21	
obliuiscor	5L	
obliuium	12	
oblongus	21	
obloquor	5L	
obluctor	5J	
obmolior	5M	
obmoueo	52	
obmurmuro	51	
obmutesco	53	
obnitor2	5L	
obnixum	60	
obnixus	21	 = FIRMVS, CONSTANS, TENAX
obnoxius	21	
obnubo	53	
obolus	12	
oborior	5M	
obrepo	53	
obretio	54	
obrigesco	53	
obruo	53	
obrussa	11	
obsaepio	54	
obscena	12	 L'Anus
obscene	6&	
obscenum	12	 =PARS OBSCENA
obscenus	21	
obscuratio	13	
obscure	60	
obscuritas	13	
obscuro	51	 (pas de Sous-lemme)
obscurum1	12	 L'Endroit obscur
obscurum2	60	
obscurus	21	
obsecro	51	
obsecundo	51	
obsedeo	52	
obsequens	25	 Obéissant, Soumis, Indulgent, Propice
obsequentia	11	
obsequium	12	
obsequor	5L	
obsero1	51	
obsero3	53	 (Parfait:-SEVI)
obseruabilis	24	
obseruatio	13	
obseruator	13	
obseruo	51	
obses	13	
obsessio	13	
obsessor	13	
obsideo	52	
obsidio	13	
obsidium1	12	 =OBSIDIO
obsidium2	12	 =OBSES
obsido	53	
obsigno	51	
obsisto	53	
obsolefacio	55	 (forme en 1 ou 2 mots)
obsolefio	56	
obsolesco	53	
obsolete	60	
obsoletus	21	 =VETVS, PRISCVS;COMMVNIS, VVLGARIS
obsolidatus	21	
obsonator	13	
obsonito	51	
obsonium	12	
obsono1	51	
obstaculum	12	
obstantia1	11	
obstantia2	13	
obstetrix	13	
obstinate	60	
obstinatio	13	
obstinatus	21	 =CONSTANS, PERTINAX
obstipus	21	
obsto	51	 (pas de Sous-lemme)
obstrepo	53	
obstrigillo	51	
obstringo	53	
obstruo	53	
obstupefacio	55	
obstupefio	56	
obstupesco	53	
obsum1	56	
obsurdesco	53	
obtego	53	
obtempero	51	
obtendo	53	 (pas de Sous-lemme)
obtentus	14	
obtero	53	
obtestatio	13	
obtestor	5J	
obtineo	52	 (pas de Sous-lemme)
obtingo	53	
obtinguo	53	
obtorpesco	53	
obtorqueo	52	
obtrectatio	13	
obtrectator	13	
obtrecto	51	
obtrudo	53	
obtrunco	51	
obtundo	53	
obturbo2	51	
obturgesco	53	
obturo	51	
obtusus	21	 = VERBERATVS, PERCVSSVS;HEBES
obtutus	14	
obucula	11	
obuenio	54	
obuerso	5J	
obuersor	5J	 (pas de Sous-lemme)
obuersus	21	
obuerto	53	 (pas de Sous-lemme)
obuiam	60	 (forme en 1 ou 2 mots)
obuius	21	
obumbro	51	
obuncus	21	
obuoluo	53	
occaeco	51	
occallesco	53	
occano	53	
occasio	13	
occasus	14	
occedo1	53	 (pas de Sous-lemme)
Occidens	13	
occidio	13	
occido1	53	 (dérivé de CADO)
occido2	53	 (dérivé de CAEDO)
occiduus	21	
occipio	55	
occipitium	12	
occiput	13	
occisio	13	
occisus	21	 =PERDITVS, DESPERATVS (Fig.)
occludo	53	
occo	51	
occubo	51	
occulco	51	
occulo	53	
occultatio	13	
occulte	60	
occulto	51	
occultum	12	 =RES OCCVLTA (Sg.,Pl.)
occultus	21	 =LATENS, ABDITVS;FICTVS
occumbo	53	
occupatio	13	
occupatus	21	 =DISTRICTVS, IMPEDITVS NEGOTIO ALIQVO
occupo1	13	
occupo2	51	
occuro	51	
occurro	53	
occurso	51	
occursus	14	
oceanus1	12	
oceanus2	21	 =AD OCEANVM PERTINENS
Oceanus	12	
ocellus	12	
ochra	17	
ocimum	12	
ocinum	12	
ocior	26	
ociter	60	
ocliferius	21	
ocrea	11	
ocreatus	21	
octachordos	27	
octans	13	
octastylos	27	
octauae	11	
Octauia	11	
octauianus_C	12	
Octauianus	21	
Octauius	12	
octauus	32	
octingentesimus	32	
octingenti	31	
octo	31	
October	23	
October	13	
octogenarius	21	
octogesimus	32	
octoginta	31	
octogonos	27	
octoni	33	
octophoron	17	
octuplum	12	
octussis	13	
oculus	12	
odeum	12	
odi	53	
odiosus	21	
odium	12	
odor	13	
odoratus1	14	
odoratus2	21	 =ODORIFER
odorifer	21	
odoro	51	
odoror	5J	
odorus	21	
Odyssea	11	
oeax	17	
oeconomia	17	
oecus	17	
oenophorum	12	
oestrus	17	
oesypum	12	
Oeta	17	
ofella	11	
offa	11	
offendo	53	
offensa	11	
offensatio	13	
offensio	13	
offenso	51	
offensum	12	 =ID QVOD LAEDIT
offensus1	14	
offensus2	21	 =IRATVS, INIMICVS;INVIDIA LABORANS, INVISVS
offero	56	
officina	11	
officinator	13	
officio	55	
officiose	60	
officiosus1	12	 =SERVVS
officiosus2	21	
officium	12	
offigo	53	
offirmo	51	
offoco	51	
offundo2	53	
oh	90	
ohe	90	
olea	11	
oleagineus	21	
oleaginus	21	 également forme OLEAGINEVS
olearius1	12	 =QVI OLEVM FACIT AVT VENDIT
olearius2	21	
oleaster	12	
oleitas	13	
olens	25	 =ODORIFER, ODOR AT VS
oleo	52	
olesco	53	 (PAS DE Parfait)
oletum1	12	
oletum2	12	
oleum	12	
olfacio	55	
olfactus	14	
olidus	21	
olim	60	
olitio	13	
olitor	13	
olitorius	21	
oliua	11	
oliuetum	12	
oliuum	12	
olor1	13	 =CYCNVS
olor2	13	 =ODOR
olorinus	21	
olus	13	
olusculum	12	
olympicus	21	
Olympius	21	
olympusin	12	 =Vir
Olympus2	12	 =Mons
Olympus3	12	 =Vrbs
omasum	12	
omen	13	
omentum	12	
ominor	5J	
omitto	53	
omnigenus1	21	
omnigenus2	60	
omnimodis	60	
omnimodus	21	
omnino	60	
omniparens	25	
omnipatens	25	
omnipotens	25	
omnis	48	
omnituens	25	
omniuolus	21	
onager	12	
Onasus	12	
oneraria	11	 =NAVIS ONERARIA
onerarius	21	
oneratus	21	 =PLENVS
onero	51	
onerosus	21	
onus	13	
onustus	21	
onyx	17	
opacitas	13	
opaco	51	
opacum	12	 =VMBRA (Sg.,Pl.)
opacus	21	
ope	17	
opella	11	
opera	11	
operans	25	 =QVI OPERATVR
operarius1	12	
operatio	13	
operatus	21	 =EFFICAX
operculum	12	
operimentum	12	
operio	54	
operor	5J	
operose	60	
operosus	21	
opertorium	12	
opertum	12	 =LOCVS CLAVSVS;RES CELATA (Sg.,Pl.)
opertus1	14	
opertus2	21	 =CELATVS
opicus	21	
opifex	13	
opilio	13	
Opimius	12	
opimus	21	
opinatus	14	
opinio	13	
opinor	5J	
Opiter	13	
opitulor	5J	
opobalsamum	12	
oportet	52	
oppedo	53	
opperior	5M	 (pas de Sous-lemme)
oppeto	53	
Oppia	11	
oppico	51	
oppidani	12	 =CIVES ALICUIS OPPIDI EXTRA URBEM ROMANI
oppidanus1	12	
oppidanus2	21	
oppido	60	
oppidulum	12	
oppidum	12	
oppignero	51	
oppilo	51	
oppleo	52	
oppono	53	
opportune	60	
opportunitas	13	
opportunus	21	 (pas de Sous-lemme)
oppositus1	14	
oppositus2	21	 =CONTRA POSITVS, OBIECTVS + DATIF (Propre et Figuré)
oppressio	13	
oppressus	14	
opprimo	53	 (pas de Sous-lemme)
opprobrium	12	
oppugnatio	13	
oppugnator	13	
oppugnatorius	21	
oppugno	51	
ops	13	
optabilis	24	
optatum	12	 =VOTVM, DESIDERIVM (Sg.,Pl.)
optatus	21	 =EXPETITVS, OPTABILIS;GRATVS, IVCVNDVS
optice	17	
opticos	27	
opticus	21	
optimas	25	
optimates	13	
optio1	13	
optio2	13	
optionatus	14	
optiuus	21	
opto	51	
opulens	25	 (Uniquement au POSITIF)
opulenter	60	
opulentia	11	
opulento	51	
opulentus	21	
Opuntius	21	
opus1	13	
opus2	16	
opusculum	12	
ora	11	
oraculum	12	
oratio	13	
oratiuncula	11	
orator	13	
oratorie	60	
oratorius	21	
oratus	14	
orbatio	13	
orbiculus	12	
orbis	13	
orbita	11	
orbitas	13	
orbo	51	
orbus	21	
orca	11	
orchestra	11	
orchitis	13	
Orchomenos	17	
orcula	11	
Orcus	12	
ordinarius	21	
ordinate	60	
ordinatim	60	
ordinatio	13	
ordinator	13	
ordinatus	21	 =ORDINE POSITVS, DISPOSITVS
ordino	51	
ordior	5M	
ordo	13	
oreae	11	
orexis	13	
organicos	60	
organicus1	12	 =QVI ORGANA FACIT
organicus2	21	 =MECHANICVS
organum	12	
orgia	12	
Oriens	13	
orificium	12	
origanitus	21	
origo	13	
orior	5M	
oriundus	21	
ornamentum	12	
ornate	60	
ornatio	13	
ornatrix	13	
ornatus1	14	
ornatus2	21	 =PARATVS, INSTRVCTVS;INGENIO, VIRTVTIBVS INSTRVCTVS
orno	51	
ornus	12	
oro	51	
Orpheus	17	
orsa	12	
orthogonius	21	
orthographia	11	
orthos	27	
orthostata	11	
Ortona	11	
ortus	14	
oryx	13	
oryza	11	
os1	13	 (Génitif ORIS)
os2	13	 (Génitif OSSIS)
oscen	13	
oscillum1	12	 (Diminutif de OS, ORIS)
oscillum2	12	 (dérivé de OS et de CILLO)
oscitans	25	 =SEGNIS, NEGLIGENS
oscitatio	13	
oscito	51	
oscitor	5J	
osculatio	13	
osculor	5J	
osculum	12	
osseus	21	
ossiculum	12	
ossifraga	11	
ossifragus	21	
ostendo	53	
ostentatio	13	
ostentator	13	
ostento	51	
ostentum	12	 =PRODIGIVM, MONSTRVM, PORTENTVM
ostentus	14	
Ostia	11	
ostiarium	12	 Les Impôts
ostiarius	12	
ostiatim	60	
ostium	12	
ostrea	11	
ostreosus	21	
ostreum	12	
ostrifer	21	
ostrinus	21	
ostrum	12	
otior	5J	
otiose	60	
otiosus	21	
otium	12	
ouatio	13	
ouile	13	
ouillus	21	
ouis	13	
ouo	51	 (pas de Sous-lemme)
ouum	12	
oxymeli	13	
pabulatio	13	
pabulator	13	
pabulor	5J	
pabulum	12	
pacator	13	
pacatus	21	 =QVIETVS, PACIFICVS
Pachynum	17	
pacifico	51	
Pacilius	12	
paciscor	5L	
paco	51	
pactio	13	
pactum	12	 Lemme spécial dans Forcellini
pactus1	14	
pactus2	21	 =PACTIONE CONSTITVTVS, PROMISSVS
paean	17	
Paean	17	
paedagogium	12	
paedagogus	12	
paedico1	13	
paedico2	51	
paedor	13	
paene	60	
paenitentia	11	
paeniteo	52	
paenula	11	
paenulatus	21	
paetus	21	
paganus1	12	 =QVI IN PAGIS HABITAT
paganus2	21	
pagina	11	
pagus	12	
pala	11	
palaestra	11	
palaestricus	21	
palaestrita	11	
palam1	60	
palam2	70	
Palatinus	21	
palatio	13	
palatium	12	
Palatium	12	
palatum	12	
palea	11	
palear	13	
Palicanus	12	
palimpsestus	17	
paliurus	12	
palla	11	
palladium	12	
Pallanteum	12	
Pallantium	12	
pallas	17	
pallens	25	 =PALLIDVS
palleo	52	
pallesco	53	 (pas de Parfait)
palliatus	21	
pallidulus	21	
pallidus	21	
palliolum	12	
pallium	12	
pallor	13	
Pallor	13	
palma	11	
palmes	13	
palmetum	12	
palmeus	21	
palmifer	21	
palmosus	21	
palmula	11	
palmus	12	
palor	5J	
palpebrae	11	
palpitatio	13	
palpito	51	
palpo1	13	
palpo2	51	
palpor	5J	
palpum	12	
paludamentum	12	
paludatus	21	
palumbes	13	
palumbus	12	
palus1	12	
palus2	13	
paluster	23	
Pamphilus	12	
Pamphylia	11	
pampineus	21	
pampino	51	
pampinus	12	
Pan	17	
panacea	11	
panax	13	
panchrestus	21	
pancration	17	
pandatio	13	
pando1	51	
pando2	53	
pandus	21	
pango	53	
Panhormitanus	21	
Panhormus	12	
panicum	12	
panis	13	
panniculus	12	
pannosus	21	
pannucius	21	
pannus	12	
panthera1	11	
pantomima	11	
pantomimicus	21	
pantomimus	12	
panus	12	
papae	90	
papas	17	
papauer	13	
Paphlagonia	11	
papilla	11	
Papinius	12	
Papirius	12	
pappo	51	
pappus	12	
papula	11	
papyrus	12	
par1	13	 La Paire, Le Couple (Neutre;Sg.,Pl.)
par2	25	
parabilis	24	
parabola	17	
paradoxum	17	
paradromis	17	
paraeneticos	27	
Paralus	12	
paralysis	17	
paramese	17	
paranete	17	
parapegma	17	
pararius	12	
parasita	11	
parasitus	12	
parastas	17	
parastata	11	
parastatica	11	
parata	12	 Les choses apprêtées
parate	60	
paratio	13	
paratus1	14	
paratus2quiinpromptuest	21	;BENE INSTRVCTVS, MVNITVS;à toutes les constructions du verbe, notamt + Inf.
Parca	11	
parce	60	
parcens	25	 =PARCVS, TENAX
parcitas	13	
parco	53	
parcus	21	
pardalis	13	
pardus	12	
parens1	13	
parens2	25	 =OBEDIENS
parentes	13	 Les Sujets
parento	51	
pareo	52	
parergon	17	
pargo	53	 (Uniquement en Composition)
parhypate	17	
paries	13	
parilis	24	
pario1	51	
pario2	55	
pariter	60	
parma	11	
parmula	11	
paro1	13	
paro2	51	
parochus	12	
paropsis	13	
parotis	17	
parra	11	
parricida	11	
parricidium	12	
pars	13	
parsimonia	11	
parthenice	17	
Parthicus	21	
Parthus	21	
partiarius	21	
particeps1	13	
particeps2	22	
participo	51	
particula	11	
particularis	24	
particulatim	60	
partim	60	
partio1	13	
partio2	54	
partior	5M	
partitio	13	
parturio	54	
partus1	14	
partus2	21	 =ACQVISITVS, COMPARATVS
parue	60	
paruicax	25	
parum1	12	
parum2	60	
parumper	60	
paruulus	21	
paruum	12	 =PARVA RES (Sg.)
paruus1	12	 Le Petit
paruus2	21	
pascalis	24	
pasceolus	12	
pasco	53	
pascor	5L	
pascuum	12	 (Sous-entendu SOLVM)
pascuus	21	
passer	13	
passim	60	
passum	12	 (Sous-entendu VINVM)
passus1	14	
passus2	21	 également forme PANSVS;=EXTENSVS, PATENS, APERTVS
pastas	17	
pastillus	12	
pastio	13	
pastor	13	
pastus	14	
Patauium	12	
patefacio	55	
patefio	56	
patella	11	
patens	25	 = APERTVS ;LATVS
pateo	52	
pater	13	
patera	11	
paternus	21	
patesco	53	 (pas de Parfait)
pathicus	21	
patibilis	24	
patibulum	12	
patiens	25	
patienter	60	
patientia	11	
patina	11	
patior	5N	
patrator	13	
patria	11	
patricius1	12	
patricius2	21	
patrimonium	12	
patrius	21	
patro	51	
patrocinium	12	
patrocinor	5J	
patrona	11	
patronus	12	
patruelis1	13	
patruelis2	24	
patruus1	12	
patruus2	21	 = AD PATRVVM PERTINENS
patulus	21	
paua	11	
pauca	12	
pauci	12	 =ALIQVI, NONNVLLI
paucitas	13	
pauculus	21	
paucus	21	
pauefacio	55	
paueo	52	 (pas de Sous-lemme)
pauesco	53	 (pas de Parfait)
pauicula	11	
pauide	60	
pauidus	21	
pauimentatus	21	
pauimentum	12	
pauio	54	
pauito	51	
paulatim	60	 également forme PAVLLATIM
paulisper	60	
paulo	60	 également forme PAVLLO
paululum1	12	 La très petite quantité
paululum2	60	
paululus	21	
paulum1	12	 Le peu (Sg.)
paulum2	60	
paulus	21	
Paulus	12	
pauo	13	
pauor	13	
Pauor	13	
pauper	22	
pauperculus	21	
pauperies	15	
paupero	51	
paupertas	13	
pausa	11	
pausarius	12	
pausea	11	
pauus	12	
pauxillum1	12	
pauxillus	21	
pax	13	
peccans	13	 =QVI PECCAT;REVS
peccatum	12	 =ERROR, DELICTVM, CRIMEN, CVLPA
pecco	51	
pecten	13	
pectinatim	60	
pecto	53	
pectus	13	
pecu	14	
pecuaria	12	
pecuarius1	12	
pecuarius2	21	
peculatus	14	
peculiaris	24	
peculium	12	
pecunia	11	
pecuniarius1	12	
pecuniarius2	21	
pecuniosus	21	
pecus1	13	 (Génitif PECORIS)
pecus2	13	 (Génitif PECVDIS)
pedalis	24	
pedarius	21	
pedatum	12	
pedatus1	14	
pedes	13	
pedester	23	
pedetentim	60	
pedica	11	
pedicinus	12	
pediculus1	12	
pedio	54	 (Uniquement en Composition)
peditatus1	14	
peditatus2	21	
pedito	51	
peditum	12	
pedo1	13	
pedo2	51	
pedo3	53	
Peducaeanus	21	
Peducaeus	12	
pedum	12	
Pedum	12	
pegma	17	
peiero	51	
pelagus	17	
pelamis	13	
pelastes	13	
pelecinus	12	
pellacia	11	
pellax	25	
pellex	13	
pellicio	55	
pellicula	11	
pellis	13	
pellitus	21	
pello	53	
pelluceo	52	
pellucidulus	21	
pellucidus	21	
Peloponnesus	12	
peloris	17	
Peloris	13	
pelta	11	
peltatus	21	
peluis	13	
Pelusium	12	
penarius	21	
penates	13	
Penates	13	
penator	13	
pendeo	52	
pendo	53	
pendulus	21	
penes	70	
penetrabilis	24	
penetrale	13	
penetralis	24	
penetro	51	
penis	13	
penite	60	
penitus1	21	
penitus2	60	
penna	11	
pennatus	21	
pennipes	25	
pennipotentes	13	
pensilis	24	
pensio	13	
pensitatio	13	
pensito	51	
penso	51	
pensum	12	
pensus	21	 = AESTIMATVS, PRETIOSVS, GRATVS
pentadoros1	27	
pentadoros2	60	
pentaspaston	17	
pentemoeros	27	
penteremis	13	
penteres	13	
penuria	11	
penus	16	
peplus	12	
per	70	
pera	11	
peracutus	21	
peradolescens	25	
peraeque	60	
peraequo	51	
peragito	51	
perago	53	 (pas de Sous-lemme)
peragro	51	
perambulo	51	
peramoenus	21	
peramplus	21	
perangustus	21	
perantiquus	21	
perarduus	21	
peraridus	21	
perarmo	51	
peraro	51	
perattentus	21	
perbibo2	53	
perbonus	21	
perbreui	60	
perbreuis	24	 (forme en 1 ou 2 mots)
percalefacio	55	 (pas de Sous-lemme)
percalesco	53	 (Parf. -CALVI)
percandefacio	54	
percarus	21	
percelebro	51	
percello	53	
Percennius	12	
percenseo	52	
perceptio	13	
percido2	53	 (dérivé de CAEDO)
percieo	52	 (Uniquement pour les formes de la 2ème Coni.)
percio	54	
percipio	55	
percito1	51	
percolatio	13	
percolo1	51	 (pas de Sous-lemme)
percolo2	53	 (pas de Sous-lemme)
percommode	60	
percomperio	54	
percontatio	13	
percontator	13	
percoquo	53	
percrebresco	53	
percrepo	51	
percresco	53	 (pas de Temps Primitifs)
percrudus	21	
perculsus	14	
percunctatio	13	
percuncto	51	 également forme PERCONTO
percunctor	5J	 également forme PERCONTOR
percuro	51	
percurro	53	
percurso	51	
percussio	13	
percussor	13	
percussus	14	
percutio	55	
perdelirus	21	
perdepso	53	
perdifficilis	24	
perdisco	53	
perdite	60	
perditor	13	
perditus	21	 =PROFLIGATV S ; AFFLICTV S ;DISSOLVT V S
perdiues	22	
perdiuturnus	21	
perdo	53	
perdoceo	52	
perdolo	51	
perdomo	51	
perduco	53	
perductio	13	
perductor	13	
perduellio	13	
perduellis	13	
perdulcis	24	
perduro	51	
peredo1	53	
peredo2	56	
peregre	60	
peregrinatio	13	
peregrinor	5J	
peregrinus1	12	
peregrinus2	21	
peremptor	13	
perendinus	21	
perenne	60	
perennis	24	
perenno	51	
pereo1	56	
perequito	51	
pererro2	51	
perexcelsus	21	
perexiguus	21	
perfacete	60	
perfacile	60	
perfacilis	24	
perfamiliaris	24	
perfecte	60	
perfectio	13	
perfectus1	14	
perfectus2	21	 =ABSOLVTVS, COMPLETVS;DOCTVS, PERITVS (Uniquement au Fig.)
perfero	56	
perficio	55	
perficus	21	
perfide	60	
perfidia	11	
perfidiosus	21	
perfidum	60	
perfidus1	21	 =QVI FIDEM VIOLAT
perfidus2	21	 =FIDISSIMVS
perfigo	53	
perflatus	14	
perflo	51	
perfluctuo	51	
perfluo	53	
perfodio	55	
perforo	51	
perfrico	51	
perfrigesco	53	
perfrigidus	21	
perfringo	53	
perfruor	5L	
perfuga	11	
perfugio	55	
perfugium	12	
perfunctio	13	
perfundo2	53	
perfungor	5L	
perfuro	53	
perfusorius	21	
Perga	11	
Pergaeus	21	
Pergamus	17	
pergo	53	 (pas de Sous-lemme)
pergrandis	24	
pergratus	21	
pergula	11	
perhibeo	52	
perhilum	60	
perhonorificus	21	
perhorresco	53	
periactos	27	
Pericles	17	
periclitor	5J	 (pas de Sous-lemme)
periculor	5J	
periculose	60	
periculosus	21	
periculum	12	
peridoneus	21	
periechon	57	
perimetros	17	
perimo	53	
perimpeditus	21	
perinde	60	
peringratus	21	
periniquus	21	
periniurius	21	
perintempestiuus	21	
perinualidus	21	
Peripatetici	12	
peripateticus1	12	
Peripateticus	21	
peripetasma	17	
peripteros	27	
periscelis	13	
peristylium	12	
peristylum	12	
perite	60	
perithecios	27	
peritia	11	
peritretos	27	
peritus	21	
periurium	12	
periuro	51	
periurus	21	
perlabor2	5L	
perlateo	52	
perlego2	53	
perlibratio	13	
perlibro	51	
perlimo	51	
perluo	53	
perlustro2	51	
permacero	51	
permadesco	53	
permagnus	21	
permananter	60	
permaneo	52	
permano	51	
permaturesco	53	
permeo	51	
permereo	52	
permetior	5M	
permingo	53	
permisceo	52	
permissus1	14	
permissus2	21	
permitialis	24	
permitto	53	
permixtio	13	
permixtus	21	 =PROMISCVVS, TVRBATVS, PLENISSIMVS (rare)
permodestus	21	
permoleste	60	
permolo	53	
permoueo	52	
permulceo	52	
permulto	60	
permultum	60	
permultus	21	
permunio2	54	
permutatio	13	
permuto2	51	
perna	11	
pernego	51	
perniciabilis	24	
pernicies	15	
perniciosus	21	
pernicitas	13	
perniciter	60	
pernix	25	
pernobilis	24	
pernocto	51	
pernosco	53	
pernotesco	53	
pernox	25	
pernumero1	51	
pero	13	
peroleo	52	
peronatus	21	
peropportune	60	
peropportunus	21	
perorno	51	
peroro	51	
perosus	21	
perparuulus	21	
perparuus	21	
perpauci	12	
perpaucus	21	 (pas de Sous-lemme)
perpello	53	 (pas de Sous-lemme)
perpendeo	52	 (pas de Temps Primitifs)
perpendiculum	12	
perpendo	53	
perpenso	51	
perperam	60	
perpere	60	
Perperna	11	
perperus	21	
perpes	25	
perpessicius	21	
perpessio	13	
perpetior	5N	
perpeto	53	
perpetro	51	
perpetue	6&	
perpetuitas	13	
perpetuo1	51	
perpetuo2	60	
perpetuum	60	
perpetuus	21	 (pas de Sous-lemme PERPETVVM Subst.)
perplexus	21	
perplicatus	21	
perpluo	53	
perpopulor	5J	
perpoto	51	
perprimo	53	 (pas de Sous-lemme)
perpurgo	51	
perquadratus	21	
perquam	60	
perquiro	53	
perraro	60	
perrepo	53	
perridicule	60	
perrogo	51	
perrumpo	53	
Persa	11	
Persae	11	
persaepe	60	
persaluto	51	
persano	51	
persanus	21	
perscindo	53	
perscribo	53	
perscriptor	13	
perscrutatio	13	
perscrutor	5J	
perseco	51	
persector2	5J	
persedeo	52	
persentio	54	
persentisco	53	
persequor	5L	
persero2	53	 (pas de Temps Primitifs)
persero3	53	 (Parfait:-SEVI)
Perses	17	
perseuerans	25	 =CONSTANS
perseueranter	60	
perseuerantia	11	
perseuero	51	
perseuerus	21	
persido	53	
persimplex	25	
persisto	53	
persoluo	53	
persona	11	
personatus	21	
persono1	51	
perspecto	51	
perspectus	21	 =INSPECTVS, COGNITVS, CERTVS
perspergo	53	
perspicio	55	
perspicue	60	
perspicuitas	13	
perspicuus	21	
perspiro	51	
persterno	53	
perstimulo	51	
persto	51	
perstrepo	53	
perstringo	53	
perstruo	53	
perstudiosus	21	
persuadeo	52	
persuasio	13	
persubtilis	24	
persulto	51	
pertaedesco	53	
pertaedet	52	
pertego	53	
pertendo	53	 (-DI, -SVM);(pas de Sous-lemme)
pertento	51	 (pas de Sous-lemme)
pertenuis	24	
perterebro	51	
pertergeo	52	
perterreo	52	
perterricrepus	21	
pertexo	53	
pertica	11	
pertimeo	52	 (pas de Parfait)
pertimesco	53	
pertinacia	11	
pertinaciter	60	
pertinax	25	
pertineo	52	
pertingo	53	
pertio	54	 (Uniquement en Composition)
pertolero	51	
pertorqueo	52	
pertracto	51	
pertraho	53	
pertritus	21	 =VVLGARIS
pertundo	53	
perturbate	60	
perturbatio	13	
perturbatus	21	 =INORDINATVS, INQVIES (propre et Fig.)
perturbo2	51	
peruado2	53	
peruagor2	5J	
peruagus	21	
perualeo	52	
peruasto	51	
peruector	13	
perueho	53	 (pas de Sous-lemme)
peruello	53	
peruenio	54	
